municipios,year_data,partido,votos
Orocovis,1944,Partido_Liberal_Puertorriqueño,64
Patillas,1944,Partido_Liberal_Puertorriqueño,380
Peñuelas,1944,Partido_Liberal_Puertorriqueño,80
Ponce,1944,Partido_Liberal_Puertorriqueño,1023
Quebradillas,1944,Partido_Liberal_Puertorriqueño,716
Rincón,1944,Partido_Liberal_Puertorriqueño,197
Río Grande,1944,Partido_Liberal_Puertorriqueño,146
Río Piedras,1944,Partido_Liberal_Puertorriqueño,1395
Sabana Grande,1944,Partido_Liberal_Puertorriqueño,206
Salinas,1944,Partido_Liberal_Puertorriqueño,369
San Germán,1944,Partido_Liberal_Puertorriqueño,639
San Juan,1944,Partido_Liberal_Puertorriqueño,5251
San Lorenzo,1944,Partido_Liberal_Puertorriqueño,2234
San Sebastián,1944,Partido_Liberal_Puertorriqueño,218
Santa Isabel,1944,Partido_Liberal_Puertorriqueño,558
Toa Alta,1944,Partido_Liberal_Puertorriqueño,294
Toa Baja,1944,Partido_Liberal_Puertorriqueño,155
Trujillo Alto,1944,Partido_Liberal_Puertorriqueño,662
Utuado,1944,Partido_Liberal_Puertorriqueño,1572
Vega Alta,1944,Partido_Liberal_Puertorriqueño,58
Vega Baja,1944,Partido_Liberal_Puertorriqueño,163
Vieques,1944,Partido_Liberal_Puertorriqueño,399
Villalba,1944,Partido_Liberal_Puertorriqueño,37
Yabucoa,1944,Partido_Liberal_Puertorriqueño,107
Yauco,1944,Partido_Liberal_Puertorriqueño,187
Adjuntas,1932,Partido_Nacionalistade _Puerto_Rico,6
Aguada,1932,Partido_Nacionalistade _Puerto_Rico,6
Aguadilla,1932,Partido_Nacionalistade _Puerto_Rico,37
Aguas Buenas,1932,Partido_Nacionalistade _Puerto_Rico,69
Aibonito,1932,Partido_Nacionalistade _Puerto_Rico,31
Añasco,1932,Partido_Nacionalistade _Puerto_Rico,23
Arecibo,1932,Partido_Nacionalistade _Puerto_Rico,191
Arroyo,1932,Partido_Nacionalistade _Puerto_Rico,20
Barceloneta,1932,Partido_Nacionalistade _Puerto_Rico,23
Barranquitas,1932,Partido_Nacionalistade _Puerto_Rico,88
Bayamón,1932,Partido_Nacionalistade _Puerto_Rico,235
Cabo Rojo,1932,Partido_Nacionalistade _Puerto_Rico,65
Caguas,1932,Partido_Nacionalistade _Puerto_Rico,623
Camuy,1932,Partido_Nacionalistade _Puerto_Rico,0
Carolina,1932,Partido_Nacionalistade _Puerto_Rico,37
Cataño,1932,Partido_Nacionalistade _Puerto_Rico,7
Cayey,1932,Partido_Nacionalistade _Puerto_Rico,50
Ceiba,1932,Partido_Nacionalistade _Puerto_Rico,4
Ciales,1932,Partido_Nacionalistade _Puerto_Rico,10
Cidra,1932,Partido_Nacionalistade _Puerto_Rico,19
Coamo,1932,Partido_Nacionalistade _Puerto_Rico,9
Comerío,1932,Partido_Nacionalistade _Puerto_Rico,74
Corozal,1932,Partido_Nacionalistade _Puerto_Rico,11
Culebra,1932,Partido_Nacionalistade _Puerto_Rico,0
Dorado,1932,Partido_Nacionalistade _Puerto_Rico,57
Fajardo,1932,Partido_Nacionalistade _Puerto_Rico,53
Guánica,1932,Partido_Nacionalistade _Puerto_Rico,13
Guayama,1932,Partido_Nacionalistade _Puerto_Rico,59
Guayanilla,1932,Partido_Nacionalistade _Puerto_Rico,6
Guaynabo,1932,Partido_Nacionalistade _Puerto_Rico,8
Gurabo,1932,Partido_Nacionalistade _Puerto_Rico,11
Hatillo,1932,Partido_Nacionalistade _Puerto_Rico,4
Hormigueros,1932,Partido_Nacionalistade _Puerto_Rico,2
Humacao,1932,Partido_Nacionalistade _Puerto_Rico,134
Isabela,1932,Partido_Nacionalistade _Puerto_Rico,159
Jayuya,1932,Partido_Nacionalistade _Puerto_Rico,12
Juana Díaz,1932,Partido_Nacionalistade _Puerto_Rico,7
Juncos,1932,Partido_Nacionalistade _Puerto_Rico,27
Lajas,1932,Partido_Nacionalistade _Puerto_Rico,9
Lares,1932,Partido_Nacionalistade _Puerto_Rico,30
Las Marías,1932,Partido_Nacionalistade _Puerto_Rico,4
Las Piedras,1932,Partido_Nacionalistade _Puerto_Rico,15
Loíza,1932,Partido_Nacionalistade _Puerto_Rico,73
Luquillo,1932,Partido_Nacionalistade _Puerto_Rico,16
Manatí,1932,Partido_Nacionalistade _Puerto_Rico,23
Maricao,1932,Partido_Nacionalistade _Puerto_Rico,6
Maunabo,1932,Partido_Nacionalistade _Puerto_Rico,58
Mayagüez,1932,Partido_Nacionalistade _Puerto_Rico,171
Moca,1932,Partido_Nacionalistade _Puerto_Rico,7
Morovis,1932,Partido_Nacionalistade _Puerto_Rico,9
Naguabo,1932,Partido_Nacionalistade _Puerto_Rico,185
Naranjito,1932,Partido_Nacionalistade _Puerto_Rico,51
Orocovis,1932,Partido_Nacionalistade _Puerto_Rico,6
Patillas,1932,Partido_Nacionalistade _Puerto_Rico,15
Peñuelas,1932,Partido_Nacionalistade _Puerto_Rico,6
Ponce,1932,Partido_Nacionalistade _Puerto_Rico,436
Quebradillas,1932,Partido_Nacionalistade _Puerto_Rico,44
Rincón,1932,Partido_Nacionalistade _Puerto_Rico,13
Río Grande,1932,Partido_Nacionalistade _Puerto_Rico,45
Río Piedras,1932,Partido_Nacionalistade _Puerto_Rico,232
Sabana Grande,1932,Partido_Nacionalistade _Puerto_Rico,7
Salinas,1932,Partido_Nacionalistade _Puerto_Rico,18
San Germán,1932,Partido_Nacionalistade _Puerto_Rico,41
San Juan,1932,Partido_Nacionalistade _Puerto_Rico,940
San Lorenzo,1932,Partido_Nacionalistade _Puerto_Rico,65
San Sebastián,1932,Partido_Nacionalistade _Puerto_Rico,3
Santa Isabel,1932,Partido_Nacionalistade _Puerto_Rico,6
Toa Alta,1932,Partido_Nacionalistade _Puerto_Rico,5
Toa Baja,1932,Partido_Nacionalistade _Puerto_Rico,16
Trujillo Alto,1932,Partido_Nacionalistade _Puerto_Rico,27
Utuado,1932,Partido_Nacionalistade _Puerto_Rico,223
Vega Alta,1932,Partido_Nacionalistade _Puerto_Rico,14
Vega Baja,1932,Partido_Nacionalistade _Puerto_Rico,14
Vieques,1932,Partido_Nacionalistade _Puerto_Rico,13
Villalba,1932,Partido_Nacionalistade _Puerto_Rico,10
Yabucoa,1932,Partido_Nacionalistade _Puerto_Rico,184
Yauco,1932,Partido_Nacionalistade _Puerto_Rico,27
Adjuntas,1932,Candidatos_Independientes,0
Aguada,1932,Candidatos_Independientes,1
Aguadilla,1932,Candidatos_Independientes,1
Aguas Buenas,1932,Candidatos_Independientes,0
Aibonito,1932,Candidatos_Independientes,1
Añasco,1932,Candidatos_Independientes,0
Arecibo,1932,Candidatos_Independientes,2
Arroyo,1932,Candidatos_Independientes,0
Barceloneta,1932,Candidatos_Independientes,0
Barranquitas,1932,Candidatos_Independientes,0
Bayamón,1932,Candidatos_Independientes,0
Cabo Rojo,1932,Candidatos_Independientes,0
Caguas,1932,Candidatos_Independientes,1
Camuy,1932,Candidatos_Independientes,0
Carolina,1932,Candidatos_Independientes,0
Cataño,1932,Candidatos_Independientes,0
Cayey,1932,Candidatos_Independientes,0
Ceiba,1932,Candidatos_Independientes,0
Ciales,1932,Candidatos_Independientes,1
Cidra,1932,Candidatos_Independientes,0
Coamo,1932,Candidatos_Independientes,0
Comerío,1932,Candidatos_Independientes,0
Corozal,1932,Candidatos_Independientes,0
Culebra,1932,Candidatos_Independientes,0
Dorado,1932,Candidatos_Independientes,0
Fajardo,1932,Candidatos_Independientes,1
Guánica,1932,Candidatos_Independientes,0
Guayama,1932,Candidatos_Independientes,0
Guayanilla,1932,Candidatos_Independientes,0
Guaynabo,1932,Candidatos_Independientes,0
Gurabo,1932,Candidatos_Independientes,0
Hatillo,1932,Candidatos_Independientes,0
Hormigueros,1932,Candidatos_Independientes,0
Humacao,1932,Candidatos_Independientes,1
Isabela,1932,Candidatos_Independientes,0
Jayuya,1932,Candidatos_Independientes,1
Juana Díaz,1932,Candidatos_Independientes,0
Juncos,1932,Candidatos_Independientes,0
Lajas,1932,Candidatos_Independientes,0
Lares,1932,Candidatos_Independientes,0
Las Marías,1932,Candidatos_Independientes,0
Las Piedras,1932,Candidatos_Independientes,0
Loíza,1932,Candidatos_Independientes,0
Luquillo,1932,Candidatos_Independientes,0
Manatí,1932,Candidatos_Independientes,1
Maricao,1932,Candidatos_Independientes,0
Maunabo,1932,Candidatos_Independientes,0
Mayagüez,1932,Candidatos_Independientes,0
Moca,1932,Candidatos_Independientes,1
Morovis,1932,Candidatos_Independientes,0
Naguabo,1932,Candidatos_Independientes,0
Naranjito,1932,Candidatos_Independientes,0
Orocovis,1932,Candidatos_Independientes,0
Patillas,1932,Candidatos_Independientes,1
Peñuelas,1932,Candidatos_Independientes,0
Ponce,1932,Candidatos_Independientes,0
Quebradillas,1932,Candidatos_Independientes,0
Rincón,1932,Candidatos_Independientes,0
Río Grande,1932,Candidatos_Independientes,0
Río Piedras,1932,Candidatos_Independientes,7
Sabana Grande,1932,Candidatos_Independientes,0
Salinas,1932,Candidatos_Independientes,0
San Germán,1932,Candidatos_Independientes,2
San Juan,1932,Candidatos_Independientes,42
San Lorenzo,1932,Candidatos_Independientes,1
San Sebastián,1932,Candidatos_Independientes,0
Santa Isabel,1932,Candidatos_Independientes,0
Toa Alta,1932,Candidatos_Independientes,0
Toa Baja,1932,Candidatos_Independientes,0
Trujillo Alto,1932,Candidatos_Independientes,0
Utuado,1932,Candidatos_Independientes,0
Vega Alta,1932,Candidatos_Independientes,0
Vega Baja,1932,Candidatos_Independientes,0
Vieques,1932,Candidatos_Independientes,0
Villalba,1932,Candidatos_Independientes,0
Yabucoa,1932,Candidatos_Independientes,0
Yauco,1932,Candidatos_Independientes,0
Adjuntas,1936,Partido_Unión_Republicana,1581
Aguada,1936,Partido_Unión_Republicana,1143
Aguadilla,1936,Partido_Unión_Republicana,5438
Aguas Buenas,1936,Partido_Unión_Republicana,1306
Aibonito,1936,Partido_Unión_Republicana,2025
Añasco,1936,Partido_Unión_Republicana,750
Arecibo,1936,Partido_Unión_Republicana,660
Arroyo,1936,Partido_Unión_Republicana,177
Barceloneta,1936,Partido_Unión_Republicana,523
Barranquitas,1936,Partido_Unión_Republicana,491
Bayamón,1936,Partido_Unión_Republicana,4110
Cabo Rojo,1936,Partido_Unión_Republicana,2612
Caguas,1936,Partido_Unión_Republicana,2740
Camuy,1936,Partido_Unión_Republicana,2003
Carolina,1936,Partido_Unión_Republicana,887
Cataño,1936,Partido_Unión_Republicana,1242
Cayey,1936,Partido_Unión_Republicana,2455
Ceiba,1936,Partido_Unión_Republicana,124
Ciales,1936,Partido_Unión_Republicana,2184
Cidra,1936,Partido_Unión_Republicana,632
Coamo,1936,Partido_Unión_Republicana,4338
Comerío,1936,Partido_Unión_Republicana,703
Corozal,1936,Partido_Unión_Republicana,2717
Culebra,1936,Partido_Unión_Republicana,52
Dorado,1936,Partido_Unión_Republicana,1573
Fajardo,1936,Partido_Unión_Republicana,327
Guánica,1936,Partido_Unión_Republicana,3339
Guayama,1936,Partido_Unión_Republicana,1695
Guayanilla,1936,Partido_Unión_Republicana,1468
Guaynabo,1936,Partido_Unión_Republicana,1908
Gurabo,1936,Partido_Unión_Republicana,530
Hatillo,1936,Partido_Unión_Republicana,577
Hormigueros,1936,Partido_Unión_Republicana,199
Humacao,1936,Partido_Unión_Republicana,880
Isabela,1936,Partido_Unión_Republicana,2927
Jayuya,1936,Partido_Unión_Republicana,535
Juana Díaz,1936,Partido_Unión_Republicana,1952
Juncos,1936,Partido_Unión_Republicana,325
Lajas,1936,Partido_Unión_Republicana,1563
Lares,1936,Partido_Unión_Republicana,2609
Las Marías,1936,Partido_Unión_Republicana,366
Las Piedras,1936,Partido_Unión_Republicana,637
Loíza,1936,Partido_Unión_Republicana,214
Luquillo,1936,Partido_Unión_Republicana,91
Manatí,1936,Partido_Unión_Republicana,3439
Maricao,1936,Partido_Unión_Republicana,554
Maunabo,1936,Partido_Unión_Republicana,478
Mayagüez,1936,Partido_Unión_Republicana,12964
Moca,1936,Partido_Unión_Republicana,1759
Morovis,1936,Partido_Unión_Republicana,2792
Naguabo,1936,Partido_Unión_Republicana,443
Naranjito,1936,Partido_Unión_Republicana,1645
Orocovis,1936,Partido_Unión_Republicana,2977
Patillas,1936,Partido_Unión_Republicana,251
Peñuelas,1936,Partido_Unión_Republicana,2415
Ponce,1936,Partido_Unión_Republicana,10815
Quebradillas,1936,Partido_Unión_Republicana,1239
Rincón,1936,Partido_Unión_Republicana,365
Río Grande,1936,Partido_Unión_Republicana,397
Río Piedras,1936,Partido_Unión_Republicana,4305
Sabana Grande,1936,Partido_Unión_Republicana,1885
Salinas,1936,Partido_Unión_Republicana,1209
San Germán,1936,Partido_Unión_Republicana,3598
San Juan,1936,Partido_Unión_Republicana,16253
San Lorenzo,1936,Partido_Unión_Republicana,1310
San Sebastián,1936,Partido_Unión_Republicana,1447
Santa Isabel,1936,Partido_Unión_Republicana,1064
Toa Alta,1936,Partido_Unión_Republicana,2124
Toa Baja,1936,Partido_Unión_Republicana,1743
Trujillo Alto,1936,Partido_Unión_Republicana,1337
Utuado,1936,Partido_Unión_Republicana,1118
Vega Alta,1936,Partido_Unión_Republicana,439
Vega Baja,1936,Partido_Unión_Republicana,683
Vieques,1936,Partido_Unión_Republicana,228
Villalba,1936,Partido_Unión_Republicana,1160
Yabucoa,1936,Partido_Unión_Republicana,739
Yauco,1936,Partido_Unión_Republicana,4956
Adjuntas,1940,Partido_Unión_Republicana,2029
Aguada,1940,Partido_Unión_Republicana,396
Aguadilla,1940,Partido_Unión_Republicana,4893
Aguas Buenas,1940,Partido_Unión_Republicana,1416
Aibonito,1940,Partido_Unión_Republicana,1582
Añasco,1940,Partido_Unión_Republicana,614
Arecibo,1940,Partido_Unión_Republicana,895
Arroyo,1940,Partido_Unión_Republicana,245
Barceloneta,1940,Partido_Unión_Republicana,797
Barranquitas,1940,Partido_Unión_Republicana,151
Bayamón,1940,Partido_Unión_Republicana,4522
Cabo Rojo,1940,Partido_Unión_Republicana,1066
Caguas,1940,Partido_Unión_Republicana,1910
Camuy,1940,Partido_Unión_Republicana,1853
Carolina,1940,Partido_Unión_Republicana,722
Cataño,1940,Partido_Unión_Republicana,1509
Cayey,1940,Partido_Unión_Republicana,2677
Ceiba,1940,Partido_Unión_Republicana,91
Ciales,1940,Partido_Unión_Republicana,2127
Cidra,1940,Partido_Unión_Republicana,916
Coamo,1940,Partido_Unión_Republicana,2810
Comerío,1940,Partido_Unión_Republicana,406
Corozal,1940,Partido_Unión_Republicana,2493
Culebra,1940,Partido_Unión_Republicana,62
Dorado,1940,Partido_Unión_Republicana,1487
Fajardo,1940,Partido_Unión_Republicana,434
Guánica,1940,Partido_Unión_Republicana,1473
Guayama,1940,Partido_Unión_Republicana,1191
Guayanilla,1940,Partido_Unión_Republicana,1408
Guaynabo,1940,Partido_Unión_Republicana,2023
Gurabo,1940,Partido_Unión_Republicana,616
Hatillo,1940,Partido_Unión_Republicana,731
Hormigueros,1940,Partido_Unión_Republicana,151
Humacao,1940,Partido_Unión_Republicana,928
Isabela,1940,Partido_Unión_Republicana,3416
Jayuya,1940,Partido_Unión_Republicana,704
Juana Díaz,1940,Partido_Unión_Republicana,2469
Juncos,1940,Partido_Unión_Republicana,571
Lajas,1940,Partido_Unión_Republicana,1128
Lares,1940,Partido_Unión_Republicana,2229
Las Marías,1940,Partido_Unión_Republicana,319
Las Piedras,1940,Partido_Unión_Republicana,487
Loíza,1940,Partido_Unión_Republicana,410
Luquillo,1940,Partido_Unión_Republicana,103
Manatí,1940,Partido_Unión_Republicana,4197
Maricao,1940,Partido_Unión_Republicana,319
Maunabo,1940,Partido_Unión_Republicana,184
Mayagüez,1940,Partido_Unión_Republicana,7987
Moca,1940,Partido_Unión_Republicana,989
Morovis,1940,Partido_Unión_Republicana,3228
Naguabo,1940,Partido_Unión_Republicana,666
Naranjito,1940,Partido_Unión_Republicana,1254
Orocovis,1940,Partido_Unión_Republicana,2585
Patillas,1940,Partido_Unión_Republicana,229
Peñuelas,1940,Partido_Unión_Republicana,2467
Ponce,1940,Partido_Unión_Republicana,9067
Quebradillas,1940,Partido_Unión_Republicana,1137
Rincón,1940,Partido_Unión_Republicana,267
Río Grande,1940,Partido_Unión_Republicana,642
Río Piedras,1940,Partido_Unión_Republicana,4837
Sabana Grande,1940,Partido_Unión_Republicana,1554
Salinas,1940,Partido_Unión_Republicana,1182
San Germán,1940,Partido_Unión_Republicana,2091
San Juan,1940,Partido_Unión_Republicana,15476
San Lorenzo,1940,Partido_Unión_Republicana,1247
San Sebastián,1940,Partido_Unión_Republicana,1205
Santa Isabel,1940,Partido_Unión_Republicana,867
Toa Alta,1940,Partido_Unión_Republicana,1621
Toa Baja,1940,Partido_Unión_Republicana,1713
Trujillo Alto,1940,Partido_Unión_Republicana,1162
Utuado,1940,Partido_Unión_Republicana,1047
Vega Alta,1940,Partido_Unión_Republicana,438
Vega Baja,1940,Partido_Unión_Republicana,541
Vieques,1940,Partido_Unión_Republicana,271
Villalba,1940,Partido_Unión_Republicana,1190
Yabucoa,1940,Partido_Unión_Republicana,92
Yauco,1940,Partido_Unión_Republicana,4370
Adjuntas,1940,Partido_Popular_Democrático,3100
Aguada,1940,Partido_Popular_Democrático,1861
Aguadilla,1940,Partido_Popular_Democrático,2061
Aguas Buenas,1940,Partido_Popular_Democrático,452
Aibonito,1940,Partido_Popular_Democrático,2627
Añasco,1940,Partido_Popular_Democrático,853
Arecibo,1940,Partido_Popular_Democrático,10452
Arroyo,1940,Partido_Popular_Democrático,1174
Barceloneta,1940,Partido_Popular_Democrático,2845
Barranquitas,1940,Partido_Popular_Democrático,3439
Bayamón,1940,Partido_Popular_Democrático,3294
Cabo Rojo,1940,Partido_Popular_Democrático,4904
Caguas,1940,Partido_Popular_Democrático,6501
Camuy,1940,Partido_Popular_Democrático,1373
Carolina,1940,Partido_Popular_Democrático,1557
Cataño,1940,Partido_Popular_Democrático,374
Cayey,1940,Partido_Popular_Democrático,4610
Ceiba,1940,Partido_Popular_Democrático,813
Ciales,1940,Partido_Popular_Democrático,3566
Cidra,1940,Partido_Popular_Democrático,1746
Coamo,1940,Partido_Popular_Democrático,3618
Comerío,1940,Partido_Popular_Democrático,3293
Corozal,1940,Partido_Popular_Democrático,2437
Culebra,1940,Partido_Popular_Democrático,3
Dorado,1940,Partido_Popular_Democrático,776
Fajardo,1940,Partido_Popular_Democrático,1558
Guánica,1940,Partido_Popular_Democrático,2614
Guayama,1940,Partido_Popular_Democrático,5472
Guayanilla,1940,Partido_Popular_Democrático,1927
Guaynabo,1940,Partido_Popular_Democrático,290
Gurabo,1940,Partido_Popular_Democrático,944
Hatillo,1940,Partido_Popular_Democrático,1463
Hormigueros,1940,Partido_Popular_Democrático,359
Humacao,1940,Partido_Popular_Democrático,3347
Isabela,1940,Partido_Popular_Democrático,2308
Jayuya,1940,Partido_Popular_Democrático,2254
Juana Díaz,1940,Partido_Popular_Democrático,3503
Juncos,1940,Partido_Popular_Democrático,1872
Lajas,1940,Partido_Popular_Democrático,1636
Lares,1940,Partido_Popular_Democrático,2130
Las Marías,1940,Partido_Popular_Democrático,747
Las Piedras,1940,Partido_Popular_Democrático,1332
Loíza,1940,Partido_Popular_Democrático,2343
Luquillo,1940,Partido_Popular_Democrático,1229
Manatí,1940,Partido_Popular_Democrático,4830
Maricao,1940,Partido_Popular_Democrático,1145
Maunabo,1940,Partido_Popular_Democrático,1435
Mayagüez,1940,Partido_Popular_Democrático,12178
Moca,1940,Partido_Popular_Democrático,901
Morovis,1940,Partido_Popular_Democrático,2486
Naguabo,1940,Partido_Popular_Democrático,2452
Naranjito,1940,Partido_Popular_Democrático,1939
Orocovis,1940,Partido_Popular_Democrático,1718
Patillas,1940,Partido_Popular_Democrático,2514
Peñuelas,1940,Partido_Popular_Democrático,1938
Ponce,1940,Partido_Popular_Democrático,16960
Quebradillas,1940,Partido_Popular_Democrático,673
Rincón,1940,Partido_Popular_Democrático,351
Río Grande,1940,Partido_Popular_Democrático,2420
Río Piedras,1940,Partido_Popular_Democrático,4216
Sabana Grande,1940,Partido_Popular_Democrático,1834
Salinas,1940,Partido_Popular_Democrático,3659
San Germán,1940,Partido_Popular_Democrático,4095
San Juan,1940,Partido_Popular_Democrático,11309
San Lorenzo,1940,Partido_Popular_Democrático,860
San Sebastián,1940,Partido_Popular_Democrático,3309
Santa Isabel,1940,Partido_Popular_Democrático,1460
Toa Alta,1940,Partido_Popular_Democrático,1881
Toa Baja,1940,Partido_Popular_Democrático,1274
Trujillo Alto,1940,Partido_Popular_Democrático,845
Utuado,1940,Partido_Popular_Democrático,4408
Vega Alta,1940,Partido_Popular_Democrático,1966
Vega Baja,1940,Partido_Popular_Democrático,3662
Vieques,1940,Partido_Popular_Democrático,598
Villalba,1940,Partido_Popular_Democrático,1970
Yabucoa,1940,Partido_Popular_Democrático,4293
Yauco,1940,Partido_Popular_Democrático,4221
Adjuntas,1944,Partido_Popular_Democrático,4211
Aguada,1944,Partido_Popular_Democrático,4121
Aguadilla,1944,Partido_Popular_Democrático,6377
Aguas Buenas,1944,Partido_Popular_Democrático,1901
Aibonito,1944,Partido_Popular_Democrático,3782
Añasco,1944,Partido_Popular_Democrático,2869
Arecibo,1944,Partido_Popular_Democrático,14922
Arroyo,1944,Partido_Popular_Democrático,2313
Barceloneta,1944,Partido_Popular_Democrático,4050
Barranquitas,1944,Partido_Popular_Democrático,4980
Bayamón,1944,Partido_Popular_Democrático,6653
Cabo Rojo,1944,Partido_Popular_Democrático,6916
Caguas,1944,Partido_Popular_Democrático,10762
Camuy,1944,Partido_Popular_Democrático,3842
Carolina,1944,Partido_Popular_Democrático,3602
Cataño,1944,Partido_Popular_Democrático,2419
Cayey,1944,Partido_Popular_Democrático,6119
Ceiba,1944,Partido_Popular_Democrático,1969
Ciales,1944,Partido_Popular_Democrático,4318
Cidra,1944,Partido_Popular_Democrático,3112
Coamo,1944,Partido_Popular_Democrático,5635
Comerío,1944,Partido_Popular_Democrático,4448
Corozal,1944,Partido_Popular_Democrático,3448
Culebra,1944,Partido_Popular_Democrático,159
Dorado,1944,Partido_Popular_Democrático,2229
Fajardo,1944,Partido_Popular_Democrático,4012
Guánica,1944,Partido_Popular_Democrático,3171
Guayama,1944,Partido_Popular_Democrático,9347
Guayanilla,1944,Partido_Popular_Democrático,4399
Guaynabo,1944,Partido_Popular_Democrático,2625
Gurabo,1944,Partido_Popular_Democrático,2799
Hatillo,1944,Partido_Popular_Democrático,3440
Hormigueros,1944,Partido_Popular_Democrático,1528
Humacao,1944,Partido_Popular_Democrático,7168
Isabela,1944,Partido_Popular_Democrático,4938
Jayuya,1944,Partido_Popular_Democrático,3261
Juana Díaz,1944,Partido_Popular_Democrático,5821
Juncos,1944,Partido_Popular_Democrático,3538
Lajas,1944,Partido_Popular_Democrático,3901
Lares,1944,Partido_Popular_Democrático,4894
Las Marías,1944,Partido_Popular_Democrático,1866
Las Piedras,1944,Partido_Popular_Democrático,2417
Loíza,1944,Partido_Popular_Democrático,4275
Luquillo,1944,Partido_Popular_Democrático,2058
Manatí,1944,Partido_Popular_Democrático,7091
Maricao,1944,Partido_Popular_Democrático,1726
Maunabo,1944,Partido_Popular_Democrático,2587
Mayagüez,1944,Partido_Popular_Democrático,18219
Moca,1944,Partido_Popular_Democrático,3527
Morovis,1944,Partido_Popular_Democrático,3637
Naguabo,1944,Partido_Popular_Democrático,3970
Naranjito,1944,Partido_Popular_Democrático,3103
Orocovis,1944,Partido_Popular_Democrático,2322
Patillas,1944,Partido_Popular_Democrático,3814
Peñuelas,1944,Partido_Popular_Democrático,2940
Ponce,1944,Partido_Popular_Democrático,20767
Quebradillas,1944,Partido_Popular_Democrático,2017
Rincón,1944,Partido_Popular_Democrático,2296
Río Grande,1944,Partido_Popular_Democrático,3522
Río Piedras,1944,Partido_Popular_Democrático,12269
Sabana Grande,1944,Partido_Popular_Democrático,3686
Salinas,1944,Partido_Popular_Democrático,5909
San Germán,1944,Partido_Popular_Democrático,7403
San Juan,1944,Partido_Popular_Democrático,27799
San Lorenzo,1944,Partido_Popular_Democrático,2468
San Sebastián,1944,Partido_Popular_Democrático,5889
Santa Isabel,1944,Partido_Popular_Democrático,3271
Toa Alta,1944,Partido_Popular_Democrático,3162
Toa Baja,1944,Partido_Popular_Democrático,2707
Trujillo Alto,1944,Partido_Popular_Democrático,2172
Utuado,1944,Partido_Popular_Democrático,6786
Vega Alta,1944,Partido_Popular_Democrático,3060
Vega Baja,1944,Partido_Popular_Democrático,5592
Vieques,1944,Partido_Popular_Democrático,1508
Villalba,1944,Partido_Popular_Democrático,2761
Yabucoa,1944,Partido_Popular_Democrático,7258
Yauco,1944,Partido_Popular_Democrático,7427
Adjuntas,1940,Unificación_Puertorriqueña_Tripartita,348
Aguada,1940,Unificación_Puertorriqueña_Tripartita,1293
Aguadilla,1940,Unificación_Puertorriqueña_Tripartita,1737
Aguas Buenas,1940,Unificación_Puertorriqueña_Tripartita,1711
Aibonito,1940,Unificación_Puertorriqueña_Tripartita,737
Añasco,1940,Unificación_Puertorriqueña_Tripartita,1261
Arecibo,1940,Unificación_Puertorriqueña_Tripartita,6074
Arroyo,1940,Unificación_Puertorriqueña_Tripartita,1685
Barceloneta,1940,Unificación_Puertorriqueña_Tripartita,223
Barranquitas,1940,Unificación_Puertorriqueña_Tripartita,693
Bayamón,1940,Unificación_Puertorriqueña_Tripartita,1253
Cabo Rojo,1940,Unificación_Puertorriqueña_Tripartita,2945
Caguas,1940,Unificación_Puertorriqueña_Tripartita,6069
Camuy,1940,Unificación_Puertorriqueña_Tripartita,1712
Carolina,1940,Unificación_Puertorriqueña_Tripartita,1921
Cataño,1940,Unificación_Puertorriqueña_Tripartita,1382
Cayey,1940,Unificación_Puertorriqueña_Tripartita,1531
Ceiba,1940,Unificación_Puertorriqueña_Tripartita,752
Ciales,1940,Unificación_Puertorriqueña_Tripartita,556
Cidra,1940,Unificación_Puertorriqueña_Tripartita,1432
Coamo,1940,Unificación_Puertorriqueña_Tripartita,117
Comerío,1940,Unificación_Puertorriqueña_Tripartita,1262
Corozal,1940,Unificación_Puertorriqueña_Tripartita,688
Culebra,1940,Unificación_Puertorriqueña_Tripartita,157
Dorado,1940,Unificación_Puertorriqueña_Tripartita,490
Fajardo,1940,Unificación_Puertorriqueña_Tripartita,2138
Guánica,1940,Unificación_Puertorriqueña_Tripartita,206
Guayama,1940,Unificación_Puertorriqueña_Tripartita,3034
Guayanilla,1940,Unificación_Puertorriqueña_Tripartita,3040
Guaynabo,1940,Unificación_Puertorriqueña_Tripartita,1918
Gurabo,1940,Unificación_Puertorriqueña_Tripartita,2409
Hatillo,1940,Unificación_Puertorriqueña_Tripartita,2034
Hormigueros,1940,Unificación_Puertorriqueña_Tripartita,904
Humacao,1940,Unificación_Puertorriqueña_Tripartita,3961
Isabela,1940,Unificación_Puertorriqueña_Tripartita,482
Jayuya,1940,Unificación_Puertorriqueña_Tripartita,332
Juana Díaz,1940,Unificación_Puertorriqueña_Tripartita,205
Juncos,1940,Unificación_Puertorriqueña_Tripartita,2290
Lajas,1940,Unificación_Puertorriqueña_Tripartita,1113
Lares,1940,Unificación_Puertorriqueña_Tripartita,2665
Las Marías,1940,Unificación_Puertorriqueña_Tripartita,408
Las Piedras,1940,Unificación_Puertorriqueña_Tripartita,1393
Loíza,1940,Unificación_Puertorriqueña_Tripartita,1231
Luquillo,1940,Unificación_Puertorriqueña_Tripartita,389
Manatí,1940,Unificación_Puertorriqueña_Tripartita,291
Maricao,1940,Unificación_Puertorriqueña_Tripartita,464
Maunabo,1940,Unificación_Puertorriqueña_Tripartita,864
