municipios,year_data,partido,votos
Aibonito,1972,Partido_Popular_Democrático,5392
Añasco,1972,Partido_Popular_Democrático,4939
Arecibo,1972,Partido_Popular_Democrático,20359
Arroyo,1972,Partido_Popular_Democrático,3251
Barceloneta,1972,Partido_Popular_Democrático,4516
Barranquitas,1972,Partido_Popular_Democrático,4741
Bayamón,1972,Partido_Popular_Democrático,37207
Cabo Rojo,1972,Partido_Popular_Democrático,7178
Caguas,1972,Partido_Popular_Democrático,23368
Camuy,1972,Partido_Popular_Democrático,5815
Canóvanas,1972,Partido_Popular_Democrático,6668
Carolina,1972,Partido_Popular_Democrático,22006
Cataño,1972,Partido_Popular_Democrático,5058
Cayey,1972,Partido_Popular_Democrático,10601
Ceiba,1972,Partido_Popular_Democrático,2247
Ciales,1972,Partido_Popular_Democrático,3780
Cidra,1972,Partido_Popular_Democrático,5213
Coamo,1972,Partido_Popular_Democrático,6530
Comerío,1972,Partido_Popular_Democrático,4575
Corozal,1972,Partido_Popular_Democrático,6182
Culebra,1972,Partido_Popular_Democrático,288
Dorado,1972,Partido_Popular_Democrático,5298
Fajardo,1972,Partido_Popular_Democrático,5918
Florida,1972,Partido_Popular_Democrático,1703
Guánica,1972,Partido_Popular_Democrático,3835
Guayama,1972,Partido_Popular_Democrático,8667
Guayanilla,1972,Partido_Popular_Democrático,5088
Guaynabo,1972,Partido_Popular_Democrático,13968
Gurabo,1972,Partido_Popular_Democrático,5760
Hatillo,1972,Partido_Popular_Democrático,6382
Hormigueros,1972,Partido_Popular_Democrático,3293
Humacao,1972,Partido_Popular_Democrático,11062
Isabela,1972,Partido_Popular_Democrático,8324
Jayuya,1972,Partido_Popular_Democrático,3077
Juana Díaz,1972,Partido_Popular_Democrático,7658
Juncos,1972,Partido_Popular_Democrático,6461
Lajas,1972,Partido_Popular_Democrático,5039
Lares,1972,Partido_Popular_Democrático,6108
Las Marías,1972,Partido_Popular_Democrático,2320
Las Piedras,1972,Partido_Popular_Democrático,5222
Loíza,1972,Partido_Popular_Democrático,2402
Luquillo,1972,Partido_Popular_Democrático,2932
Manatí,1972,Partido_Popular_Democrático,8375
Maricao,1972,Partido_Popular_Democrático,1612
Maunabo,1972,Partido_Popular_Democrático,2467
Mayagüez,1972,Partido_Popular_Democrático,22460
Moca,1972,Partido_Popular_Democrático,5056
Morovis,1972,Partido_Popular_Democrático,5063
Naguabo,1972,Partido_Popular_Democrático,5153
Naranjito,1972,Partido_Popular_Democrático,6515
Orocovis,1972,Partido_Popular_Democrático,4531
Patillas,1972,Partido_Popular_Democrático,4426
Peñuelas,1972,Partido_Popular_Democrático,4020
Ponce,1972,Partido_Popular_Democrático,32225
Quebradillas,1972,Partido_Popular_Democrático,4204
Rincón,1972,Partido_Popular_Democrático,2939
Río Grande,1972,Partido_Popular_Democrático,5686
Sabana Grande,1972,Partido_Popular_Democrático,6173
Salinas,1972,Partido_Popular_Democrático,6307
San Germán,1972,Partido_Popular_Democrático,7767
San Juan,1972,Partido_Popular_Democrático,103856
San Lorenzo,1972,Partido_Popular_Democrático,6768
San Sebastián,1972,Partido_Popular_Democrático,7919
Santa Isabel,1972,Partido_Popular_Democrático,3698
Toa Alta,1972,Partido_Popular_Democrático,4630
Toa Baja,1972,Partido_Popular_Democrático,10173
Trujillo Alto,1972,Partido_Popular_Democrático,6767
Utuado,1972,Partido_Popular_Democrático,8142
Vega Alta,1972,Partido_Popular_Democrático,5641
Vega Baja,1972,Partido_Popular_Democrático,8907
Vieques,1972,Partido_Popular_Democrático,1933
Villalba,1972,Partido_Popular_Democrático,4196
Yabucoa,1972,Partido_Popular_Democrático,7599
Yauco,1972,Partido_Popular_Democrático,8470
Adjuntas,1976,Partido_Popular_Democrático,4353
Aguada,1976,Partido_Popular_Democrático,5741
Aguadilla,1976,Partido_Popular_Democrático,10717
Aguas Buenas,1976,Partido_Popular_Democrático,4794
Aibonito,1976,Partido_Popular_Democrático,5655
Añasco,1976,Partido_Popular_Democrático,5493
Arecibo,1976,Partido_Popular_Democrático,19749
Arroyo,1976,Partido_Popular_Democrático,3279
Barceloneta,1976,Partido_Popular_Democrático,4433
Barranquitas,1976,Partido_Popular_Democrático,4730
Bayamón,1976,Partido_Popular_Democrático,39249
Cabo Rojo,1976,Partido_Popular_Democrático,7672
Caguas,1976,Partido_Popular_Democrático,24371
Camuy,1976,Partido_Popular_Democrático,5959
Canóvanas,1976,Partido_Popular_Democrático,7192
Carolina,1976,Partido_Popular_Democrático,27835
Cataño,1976,Partido_Popular_Democrático,4276
Cayey,1976,Partido_Popular_Democrático,10010
Ceiba,1976,Partido_Popular_Democrático,2256
Ciales,1976,Partido_Popular_Democrático,3690
Cidra,1976,Partido_Popular_Democrático,5751
Coamo,1976,Partido_Popular_Democrático,6695
Comerío,1976,Partido_Popular_Democrático,4676
Corozal,1976,Partido_Popular_Democrático,6404
Culebra,1976,Partido_Popular_Democrático,315
Dorado,1976,Partido_Popular_Democrático,5504
Fajardo,1976,Partido_Popular_Democrático,6183
Florida,1976,Partido_Popular_Democrático,1588
Guánica,1976,Partido_Popular_Democrático,3987
Guayama,1976,Partido_Popular_Democrático,8408
Guayanilla,1976,Partido_Popular_Democrático,4612
Guaynabo,1976,Partido_Popular_Democrático,14399
Gurabo,1976,Partido_Popular_Democrático,5731
Hatillo,1976,Partido_Popular_Democrático,6928
Hormigueros,1976,Partido_Popular_Democrático,3596
Humacao,1976,Partido_Popular_Democrático,10757
Isabela,1976,Partido_Popular_Democrático,8476
Jayuya,1976,Partido_Popular_Democrático,3029
Juana Díaz,1976,Partido_Popular_Democrático,7495
Juncos,1976,Partido_Popular_Democrático,5796
Lajas,1976,Partido_Popular_Democrático,5265
Lares,1976,Partido_Popular_Democrático,6320
Las Marías,1976,Partido_Popular_Democrático,2354
Las Piedras,1976,Partido_Popular_Democrático,5205
Loíza,1976,Partido_Popular_Democrático,2441
Luquillo,1976,Partido_Popular_Democrático,2733
Manatí,1976,Partido_Popular_Democrático,8124
Maricao,1976,Partido_Popular_Democrático,1626
Maunabo,1976,Partido_Popular_Democrático,2553
Mayagüez,1976,Partido_Popular_Democrático,21274
Moca,1976,Partido_Popular_Democrático,5697
Morovis,1976,Partido_Popular_Democrático,5347
Naguabo,1976,Partido_Popular_Democrático,4978
Naranjito,1976,Partido_Popular_Democrático,6714
Orocovis,1976,Partido_Popular_Democrático,4685
Patillas,1976,Partido_Popular_Democrático,4029
Peñuelas,1976,Partido_Popular_Democrático,4118
Ponce,1976,Partido_Popular_Democrático,32199
Quebradillas,1976,Partido_Popular_Democrático,4485
Rincón,1976,Partido_Popular_Democrático,3089
Río Grande,1976,Partido_Popular_Democrático,6389
Sabana Grande,1976,Partido_Popular_Democrático,6128
Salinas,1976,Partido_Popular_Democrático,6605
San Germán,1976,Partido_Popular_Democrático,7448
San Juan,1976,Partido_Popular_Democrático,86784
San Lorenzo,1976,Partido_Popular_Democrático,7039
San Sebastián,1976,Partido_Popular_Democrático,8465
Santa Isabel,1976,Partido_Popular_Democrático,4017
Toa Alta,1976,Partido_Popular_Democrático,5301
Toa Baja,1976,Partido_Popular_Democrático,12997
Trujillo Alto,1976,Partido_Popular_Democrático,8591
Utuado,1976,Partido_Popular_Democrático,7664
Vega Alta,1976,Partido_Popular_Democrático,6091
Vega Baja,1976,Partido_Popular_Democrático,9314
Vieques,1976,Partido_Popular_Democrático,2033
Villalba,1976,Partido_Popular_Democrático,4088
Yabucoa,1976,Partido_Popular_Democrático,8226
Yauco,1976,Partido_Popular_Democrático,8201
Adjuntas,1980,Partido_Popular_Democrático,5144
Aguada,1980,Partido_Popular_Democrático,7175
Aguadilla,1980,Partido_Popular_Democrático,12702
Aguas Buenas,1980,Partido_Popular_Democrático,5517
Aibonito,1980,Partido_Popular_Democrático,6522
Añasco,1980,Partido_Popular_Democrático,6336
Arecibo,1980,Partido_Popular_Democrático,21937
Arroyo,1980,Partido_Popular_Democrático,4134
Barceloneta,1980,Partido_Popular_Democrático,5202
Barranquitas,1980,Partido_Popular_Democrático,5963
Bayamón,1980,Partido_Popular_Democrático,43926
Cabo Rojo,1980,Partido_Popular_Democrático,8955
Caguas,1980,Partido_Popular_Democrático,28386
Camuy,1980,Partido_Popular_Democrático,6962
Canóvanas,1980,Partido_Popular_Democrático,8189
Carolina,1980,Partido_Popular_Democrático,31254
Cataño,1980,Partido_Popular_Democrático,4863
Cayey,1980,Partido_Popular_Democrático,11365
Ceiba,1980,Partido_Popular_Democrático,2634
Ciales,1980,Partido_Popular_Democrático,4223
Cidra,1980,Partido_Popular_Democrático,6973
Coamo,1980,Partido_Popular_Democrático,8519
Comerío,1980,Partido_Popular_Democrático,5180
Corozal,1980,Partido_Popular_Democrático,7484
Culebra,1980,Partido_Popular_Democrático,393
Dorado,1980,Partido_Popular_Democrático,7129
Fajardo,1980,Partido_Popular_Democrático,7184
Florida,1980,Partido_Popular_Democrático,1823
Guánica,1980,Partido_Popular_Democrático,4682
Guayama,1980,Partido_Popular_Democrático,9177
Guayanilla,1980,Partido_Popular_Democrático,5327
Guaynabo,1980,Partido_Popular_Democrático,16696
Gurabo,1980,Partido_Popular_Democrático,6522
Hatillo,1980,Partido_Popular_Democrático,8174
Hormigueros,1980,Partido_Popular_Democrático,4138
Humacao,1980,Partido_Popular_Democrático,13235
Isabela,1980,Partido_Popular_Democrático,10005
Jayuya,1980,Partido_Popular_Democrático,3560
Juana Díaz,1980,Partido_Popular_Democrático,9341
Juncos,1980,Partido_Popular_Democrático,6932
Lajas,1980,Partido_Popular_Democrático,6288
Lares,1980,Partido_Popular_Democrático,7126
Las Marías,1980,Partido_Popular_Democrático,2611
Las Piedras,1980,Partido_Popular_Democrático,6248
Loíza,1980,Partido_Popular_Democrático,2909
Luquillo,1980,Partido_Popular_Democrático,3691
Manatí,1980,Partido_Popular_Democrático,8902
Maricao,1980,Partido_Popular_Democrático,1769
Maunabo,1980,Partido_Popular_Democrático,3181
Mayagüez,1980,Partido_Popular_Democrático,25285
Moca,1980,Partido_Popular_Democrático,7100
Morovis,1980,Partido_Popular_Democrático,6284
Naguabo,1980,Partido_Popular_Democrático,5678
Naranjito,1980,Partido_Popular_Democrático,7951
Orocovis,1980,Partido_Popular_Democrático,5193
Patillas,1980,Partido_Popular_Democrático,4958
Peñuelas,1980,Partido_Popular_Democrático,4833
Ponce,1980,Partido_Popular_Democrático,34512
Quebradillas,1980,Partido_Popular_Democrático,5233
Rincón,1980,Partido_Popular_Democrático,3744
Río Grande,1980,Partido_Popular_Democrático,7719
Sabana Grande,1980,Partido_Popular_Democrático,7056
Salinas,1980,Partido_Popular_Democrático,7299
San Germán,1980,Partido_Popular_Democrático,9038
San Juan,1980,Partido_Popular_Democrático,89406
San Lorenzo,1980,Partido_Popular_Democrático,8269
San Sebastián,1980,Partido_Popular_Democrático,10048
Santa Isabel,1980,Partido_Popular_Democrático,4934
Toa Alta,1980,Partido_Popular_Democrático,6906
Toa Baja,1980,Partido_Popular_Democrático,15361
Trujillo Alto,1980,Partido_Popular_Democrático,10004
Utuado,1980,Partido_Popular_Democrático,8817
Vega Alta,1980,Partido_Popular_Democrático,7277
Vega Baja,1980,Partido_Popular_Democrático,11651
Vieques,1980,Partido_Popular_Democrático,2294
Villalba,1980,Partido_Popular_Democrático,4742
Yabucoa,1980,Partido_Popular_Democrático,8836
Yauco,1980,Partido_Popular_Democrático,9873
Adjuntas,1984,Partido_Popular_Democrático,5377
Aguada,1984,Partido_Popular_Democrático,8018
Aguadilla,1984,Partido_Popular_Democrático,13226
Aguas Buenas,1984,Partido_Popular_Democrático,6210
Aibonito,1984,Partido_Popular_Democrático,7274
Añasco,1984,Partido_Popular_Democrático,6755
Arecibo,1984,Partido_Popular_Democrático,24187
Arroyo,1984,Partido_Popular_Democrático,4669
Barceloneta,1984,Partido_Popular_Democrático,5563
Barranquitas,1984,Partido_Popular_Democrático,6398
Bayamón,1984,Partido_Popular_Democrático,48119
Cabo Rojo,1984,Partido_Popular_Democrático,9863
Caguas,1984,Partido_Popular_Democrático,30646
Camuy,1984,Partido_Popular_Democrático,7679
Canóvanas,1984,Partido_Popular_Democrático,8959
Carolina,1984,Partido_Popular_Democrático,35371
Cataño,1984,Partido_Popular_Democrático,5667
Cayey,1984,Partido_Popular_Democrático,12082
Ceiba,1984,Partido_Popular_Democrático,3128
Ciales,1984,Partido_Popular_Democrático,4566
Cidra,1984,Partido_Popular_Democrático,8026
Coamo,1984,Partido_Popular_Democrático,9135
Comerío,1984,Partido_Popular_Democrático,5795
Corozal,1984,Partido_Popular_Democrático,8372
Culebra,1984,Partido_Popular_Democrático,515
Dorado,1984,Partido_Popular_Democrático,8061
Fajardo,1984,Partido_Popular_Democrático,8070
Florida,1984,Partido_Popular_Democrático,2132
Guánica,1984,Partido_Popular_Democrático,4766
Guayama,1984,Partido_Popular_Democrático,1e4
Guayanilla,1984,Partido_Popular_Democrático,5446
Guaynabo,1984,Partido_Popular_Democrático,18065
Gurabo,1984,Partido_Popular_Democrático,6783
Hatillo,1984,Partido_Popular_Democrático,8885
Hormigueros,1984,Partido_Popular_Democrático,4514
Humacao,1984,Partido_Popular_Democrático,14526
Isabela,1984,Partido_Popular_Democrático,10398
Jayuya,1984,Partido_Popular_Democrático,4022
Juana Díaz,1984,Partido_Popular_Democrático,10462
Juncos,1984,Partido_Popular_Democrático,7591
Lajas,1984,Partido_Popular_Democrático,6888
Lares,1984,Partido_Popular_Democrático,7623
Las Marías,1984,Partido_Popular_Democrático,2832
Las Piedras,1984,Partido_Popular_Democrático,6822
Loíza,1984,Partido_Popular_Democrático,4119
Luquillo,1984,Partido_Popular_Democrático,4447
Manatí,1984,Partido_Popular_Democrático,9948
Maricao,1984,Partido_Popular_Democrático,1894
Maunabo,1984,Partido_Popular_Democrático,3169
Mayagüez,1984,Partido_Popular_Democrático,26004
Moca,1984,Partido_Popular_Democrático,7735
Morovis,1984,Partido_Popular_Democrático,6862
Naguabo,1984,Partido_Popular_Democrático,5942
Naranjito,1984,Partido_Popular_Democrático,8580
Orocovis,1984,Partido_Popular_Democrático,5692
Patillas,1984,Partido_Popular_Democrático,5104
Peñuelas,1984,Partido_Popular_Democrático,5653
Ponce,1984,Partido_Popular_Democrático,38083
Quebradillas,1984,Partido_Popular_Democrático,5636
Rincón,1984,Partido_Popular_Democrático,3995
Río Grande,1984,Partido_Popular_Democrático,8788
Sabana Grande,1984,Partido_Popular_Democrático,7339
Salinas,1984,Partido_Popular_Democrático,8116
San Germán,1984,Partido_Popular_Democrático,9540
San Juan,1984,Partido_Popular_Democrático,92126
San Lorenzo,1984,Partido_Popular_Democrático,8713
San Sebastián,1984,Partido_Popular_Democrático,10437
Santa Isabel,1984,Partido_Popular_Democrático,5192
Toa Alta,1984,Partido_Popular_Democrático,7981
Toa Baja,1984,Partido_Popular_Democrático,17938
Trujillo Alto,1984,Partido_Popular_Democrático,11912
Utuado,1984,Partido_Popular_Democrático,9127
Vega Alta,1984,Partido_Popular_Democrático,8203
Vega Baja,1984,Partido_Popular_Democrático,13051
Vieques,1984,Partido_Popular_Democrático,2185
Villalba,1984,Partido_Popular_Democrático,5407
Yabucoa,1984,Partido_Popular_Democrático,9571
Yauco,1984,Partido_Popular_Democrático,10734
Adjuntas,1988,Partido_Popular_Democrático,5446
Aguada,1988,Partido_Popular_Democrático,8143
Aguadilla,1988,Partido_Popular_Democrático,13663
Aguas Buenas,1988,Partido_Popular_Democrático,6707
Aibonito,1988,Partido_Popular_Democrático,7836
Añasco,1988,Partido_Popular_Democrático,7405
Arecibo,1988,Partido_Popular_Democrático,25179
Arroyo,1988,Partido_Popular_Democrático,4863
Barceloneta,1988,Partido_Popular_Democrático,5862
Barranquitas,1988,Partido_Popular_Democrático,6834
Bayamón,1988,Partido_Popular_Democrático,49976
Cabo Rojo,1988,Partido_Popular_Democrático,10940
Caguas,1988,Partido_Popular_Democrático,32147
Camuy,1988,Partido_Popular_Democrático,8253
Canóvanas,1988,Partido_Popular_Democrático,9857
Carolina,1988,Partido_Popular_Democrático,40142
Cataño,1988,Partido_Popular_Democrático,6661
Cayey,1988,Partido_Popular_Democrático,13036
Ceiba,1988,Partido_Popular_Democrático,3358
Ciales,1988,Partido_Popular_Democrático,4946
Cidra,1988,Partido_Popular_Democrático,8556
Coamo,1988,Partido_Popular_Democrático,9717
Comerío,1988,Partido_Popular_Democrático,5750
Corozal,1988,Partido_Popular_Democrático,8898
Culebra,1988,Partido_Popular_Democrático,529
Dorado,1988,Partido_Popular_Democrático,8372
Fajardo,1988,Partido_Popular_Democrático,8471
Florida,1988,Partido_Popular_Democrático,2371
Guánica,1988,Partido_Popular_Democrático,5250
Guayama,1988,Partido_Popular_Democrático,10599
Guayanilla,1988,Partido_Popular_Democrático,5783
Guaynabo,1988,Partido_Popular_Democrático,19498
Gurabo,1988,Partido_Popular_Democrático,7517
Hatillo,1988,Partido_Popular_Democrático,9280
Hormigueros,1988,Partido_Popular_Democrático,4662
Humacao,1988,Partido_Popular_Democrático,15300
Isabela,1988,Partido_Popular_Democrático,11107
Jayuya,1988,Partido_Popular_Democrático,4239
Juana Díaz,1988,Partido_Popular_Democrático,11224
Juncos,1988,Partido_Popular_Democrático,7678
Lajas,1988,Partido_Popular_Democrático,7092
Lares,1988,Partido_Popular_Democrático,7539
Las Marías,1988,Partido_Popular_Democrático,2758
Las Piedras,1988,Partido_Popular_Democrático,7483
Loíza,1988,Partido_Popular_Democrático,5296
Luquillo,1988,Partido_Popular_Democrático,4612
Manatí,1988,Partido_Popular_Democrático,10531
Maricao,1988,Partido_Popular_Democrático,1935
Maunabo,1988,Partido_Popular_Democrático,3178
Mayagüez,1988,Partido_Popular_Democrático,25767
Moca,1988,Partido_Popular_Democrático,7759
Morovis,1988,Partido_Popular_Democrático,7225
Naguabo,1988,Partido_Popular_Democrático,6016
Naranjito,1988,Partido_Popular_Democrático,8888
Orocovis,1988,Partido_Popular_Democrático,5888
Patillas,1988,Partido_Popular_Democrático,5118
Peñuelas,1988,Partido_Popular_Democrático,5547
Ponce,1988,Partido_Popular_Democrático,42942
Quebradillas,1988,Partido_Popular_Democrático,5928
Rincón,1988,Partido_Popular_Democrático,4083
Río Grande,1988,Partido_Popular_Democrático,10058
Sabana Grande,1988,Partido_Popular_Democrático,7819
Salinas,1988,Partido_Popular_Democrático,8235
San Germán,1988,Partido_Popular_Democrático,9895
San Juan,1988,Partido_Popular_Democrático,94404
San Lorenzo,1988,Partido_Popular_Democrático,9540
San Sebastián,1988,Partido_Popular_Democrático,11276
Santa Isabel,1988,Partido_Popular_Democrático,5600
Toa Alta,1988,Partido_Popular_Democrático,8897
Toa Baja,1988,Partido_Popular_Democrático,19668
Trujillo Alto,1988,Partido_Popular_Democrático,13482
Utuado,1988,Partido_Popular_Democrático,9723
Vega Alta,1988,Partido_Popular_Democrático,8521
Vega Baja,1988,Partido_Popular_Democrático,13876
Vieques,1988,Partido_Popular_Democrático,2380
Villalba,1988,Partido_Popular_Democrático,5976
Yabucoa,1988,Partido_Popular_Democrático,9592
Yauco,1988,Partido_Popular_Democrático,11276
Adjuntas,1992,Partido_Popular_Democrático,5160
Aguada,1992,Partido_Popular_Democrático,8480
Aguadilla,1992,Partido_Popular_Democrático,13213
Aguas Buenas,1992,Partido_Popular_Democrático,6536
Aibonito,1992,Partido_Popular_Democrático,8066
Añasco,1992,Partido_Popular_Democrático,7297
Arecibo,1992,Partido_Popular_Democrático,23734
Arroyo,1992,Partido_Popular_Democrático,4842
Barceloneta,1992,Partido_Popular_Democrático,5797
Barranquitas,1992,Partido_Popular_Democrático,7126
Bayamón,1992,Partido_Popular_Democrático,49158
Cabo Rojo,1992,Partido_Popular_Democrático,10756
Caguas,1992,Partido_Popular_Democrático,32646
Camuy,1992,Partido_Popular_Democrático,8550
Canóvanas,1992,Partido_Popular_Democrático,9240
Carolina,1992,Partido_Popular_Democrático,40201
Cataño,1992,Partido_Popular_Democrático,6396
Cayey,1992,Partido_Popular_Democrático,12411
Ceiba,1992,Partido_Popular_Democrático,3115
Ciales,1992,Partido_Popular_Democrático,4787
Cidra,1992,Partido_Popular_Democrático,8455
Coamo,1992,Partido_Popular_Democrático,9455
Comerío,1992,Partido_Popular_Democrático,5623
Corozal,1992,Partido_Popular_Democrático,8906
Culebra,1992,Partido_Popular_Democrático,520
Dorado,1992,Partido_Popular_Democrático,8868
Fajardo,1992,Partido_Popular_Democrático,8019
Florida,1992,Partido_Popular_Democrático,2395
Guánica,1992,Partido_Popular_Democrático,4922
Guayama,1992,Partido_Popular_Democrático,10191
Guayanilla,1992,Partido_Popular_Democrático,5840
Guaynabo,1992,Partido_Popular_Democrático,19362
Gurabo,1992,Partido_Popular_Democrático,7479
Hatillo,1992,Partido_Popular_Democrático,9404
Hormigueros,1992,Partido_Popular_Democrático,4786
Humacao,1992,Partido_Popular_Democrático,14430
Isabela,1992,Partido_Popular_Democrático,11131
Jayuya,1992,Partido_Popular_Democrático,4160
Juana Díaz,1992,Partido_Popular_Democrático,11194
Juncos,1992,Partido_Popular_Democrático,7487
Lajas,1992,Partido_Popular_Democrático,6685
Lares,1992,Partido_Popular_Democrático,7602
Las Marías,1992,Partido_Popular_Democrático,2755
Las Piedras,1992,Partido_Popular_Democrático,7282
Loíza,1992,Partido_Popular_Democrático,4560
Luquillo,1992,Partido_Popular_Democrático,4685
Manatí,1992,Partido_Popular_Democrático,10059
Maricao,1992,Partido_Popular_Democrático,1616
Maunabo,1992,Partido_Popular_Democrático,3234
Mayagüez,1992,Partido_Popular_Democrático,26459
Moca,1992,Partido_Popular_Democrático,7667
Morovis,1992,Partido_Popular_Democrático,7370
Naguabo,1992,Partido_Popular_Democrático,5911
Naranjito,1992,Partido_Popular_Democrático,9310
Orocovis,1992,Partido_Popular_Democrático,5747
Patillas,1992,Partido_Popular_Democrático,5385
Peñuelas,1992,Partido_Popular_Democrático,5817
Ponce,1992,Partido_Popular_Democrático,43202
Quebradillas,1992,Partido_Popular_Democrático,6266
Rincón,1992,Partido_Popular_Democrático,3822
Río Grande,1992,Partido_Popular_Democrático,9712
Sabana Grande,1992,Partido_Popular_Democrático,7805
Salinas,1992,Partido_Popular_Democrático,7597
San Germán,1992,Partido_Popular_Democrático,9868
San Juan,1992,Partido_Popular_Democrático,92418
San Lorenzo,1992,Partido_Popular_Democrático,9018
San Sebastián,1992,Partido_Popular_Democrático,11175
Santa Isabel,1992,Partido_Popular_Democrático,5380
Toa Alta,1992,Partido_Popular_Democrático,9511
Toa Baja,1992,Partido_Popular_Democrático,19004
Trujillo Alto,1992,Partido_Popular_Democrático,14128
Utuado,1992,Partido_Popular_Democrático,8993
Vega Alta,1992,Partido_Popular_Democrático,8843
Vega Baja,1992,Partido_Popular_Democrático,14574
Vieques,1992,Partido_Popular_Democrático,2265
Villalba,1992,Partido_Popular_Democrático,5911
Yabucoa,1992,Partido_Popular_Democrático,10055
Yauco,1992,Partido_Popular_Democrático,11160
Adjuntas,1996,Partido_Popular_Democrático,5382
Aguada,1996,Partido_Popular_Democrático,9276
Aguadilla,1996,Partido_Popular_Democrático,13594
Aguas Buenas,1996,Partido_Popular_Democrático,6624
Aibonito,1996,Partido_Popular_Democrático,8058
Añasco,1996,Partido_Popular_Democrático,7302
Arecibo,1996,Partido_Popular_Democrático,24205
Arroyo,1996,Partido_Popular_Democrático,4762
Barceloneta,1996,Partido_Popular_Democrático,6464
Barranquitas,1996,Partido_Popular_Democrático,7280
Bayamón,1996,Partido_Popular_Democrático,47586
Cabo Rojo,1996,Partido_Popular_Democrático,10773
Caguas,1996,Partido_Popular_Democrático,33680
Camuy,1996,Partido_Popular_Democrático,8974
Canóvanas,1996,Partido_Popular_Democrático,9461
Carolina,1996,Partido_Popular_Democrático,39640
Cataño,1996,Partido_Popular_Democrático,6664
Cayey,1996,Partido_Popular_Democrático,11923
Ceiba,1996,Partido_Popular_Democrático,3051
Ciales,1996,Partido_Popular_Democrático,4969
Cidra,1996,Partido_Popular_Democrático,8260
Coamo,1996,Partido_Popular_Democrático,9350
Comerío,1996,Partido_Popular_Democrático,5668
Corozal,1996,Partido_Popular_Democrático,9091
Culebra,1996,Partido_Popular_Democrático,534
Dorado,1996,Partido_Popular_Democrático,9351
Fajardo,1996,Partido_Popular_Democrático,7604
Florida,1996,Partido_Popular_Democrático,2527
Guánica,1996,Partido_Popular_Democrático,5273
Guayama,1996,Partido_Popular_Democrático,9609
Guayanilla,1996,Partido_Popular_Democrático,6127
Guaynabo,1996,Partido_Popular_Democrático,19458
Gurabo,1996,Partido_Popular_Democrático,7812
Hatillo,1996,Partido_Popular_Democrático,9747
Hormigueros,1996,Partido_Popular_Democrático,4954
Humacao,1996,Partido_Popular_Democrático,14911
Isabela,1996,Partido_Popular_Democrático,11765
Jayuya,1996,Partido_Popular_Democrático,4610
Juana Díaz,1996,Partido_Popular_Democrático,11546
Juncos,1996,Partido_Popular_Democrático,7817
Lajas,1996,Partido_Popular_Democrático,6847
Lares,1996,Partido_Popular_Democrático,8361
Las Marías,1996,Partido_Popular_Democrático,2995
Las Piedras,1996,Partido_Popular_Democrático,7448
Loíza,1996,Partido_Popular_Democrático,4321
Luquillo,1996,Partido_Popular_Democrático,4469
Manatí,1996,Partido_Popular_Democrático,9862
Maricao,1996,Partido_Popular_Democrático,1661
Maunabo,1996,Partido_Popular_Democrático,3171
Mayagüez,1996,Partido_Popular_Democrático,26150
Moca,1996,Partido_Popular_Democrático,8556
Morovis,1996,Partido_Popular_Democrático,7765
Naguabo,1996,Partido_Popular_Democrático,5853
Naranjito,1996,Partido_Popular_Democrático,9478
Orocovis,1996,Partido_Popular_Democrático,6492
Patillas,1996,Partido_Popular_Democrático,5306
Peñuelas,1996,Partido_Popular_Democrático,6267
Ponce,1996,Partido_Popular_Democrático,43697
Quebradillas,1996,Partido_Popular_Democrático,6191
Rincón,1996,Partido_Popular_Democrático,4118
Río Grande,1996,Partido_Popular_Democrático,9719
Sabana Grande,1996,Partido_Popular_Democrático,7952
Salinas,1996,Partido_Popular_Democrático,7581
San Germán,1996,Partido_Popular_Democrático,9768
San Juan,1996,Partido_Popular_Democrático,91113
San Lorenzo,1996,Partido_Popular_Democrático,9117
San Sebastián,1996,Partido_Popular_Democrático,11617
Santa Isabel,1996,Partido_Popular_Democrático,5570
Toa Alta,1996,Partido_Popular_Democrático,10777
Toa Baja,1996,Partido_Popular_Democrático,19118
Trujillo Alto,1996,Partido_Popular_Democrático,15146
Utuado,1996,Partido_Popular_Democrático,9206
Vega Alta,1996,Partido_Popular_Democrático,9234
Vega Baja,1996,Partido_Popular_Democrático,14991
Vieques,1996,Partido_Popular_Democrático,2512
Villalba,1996,Partido_Popular_Democrático,5990
Yabucoa,1996,Partido_Popular_Democrático,10502
Yauco,1996,Partido_Popular_Democrático,11249
Adjuntas,2000,Partido_Popular_Democrático,5800
Aguada,2000,Partido_Popular_Democrático,11259
Aguadilla,2000,Partido_Popular_Democrático,14903
Aguas Buenas,2000,Partido_Popular_Democrático,7361
Aibonito,2000,Partido_Popular_Democrático,8855
Añasco,2000,Partido_Popular_Democrático,8080
Arecibo,2000,Partido_Popular_Democrático,26256
Arroyo,2000,Partido_Popular_Democrático,4989
Barceloneta,2000,Partido_Popular_Democrático,6618
Barranquitas,2000,Partido_Popular_Democrático,7932
Bayamón,2000,Partido_Popular_Democrático,52409
Cabo Rojo,2000,Partido_Popular_Democrático,12477
Caguas,2000,Partido_Popular_Democrático,38008
Camuy,2000,Partido_Popular_Democrático,9805
Canóvanas,2000,Partido_Popular_Democrático,10673
Carolina,2000,Partido_Popular_Democrático,45026
Cataño,2000,Partido_Popular_Democrático,7620
Cayey,2000,Partido_Popular_Democrático,13906
Ceiba,2000,Partido_Popular_Democrático,3361
